SEQUENCIA,NU_INSCRICAO,NO_MUNICIPIO_RESIDENCIA,NU_IDADE,TP_ESTADO_CIVIL,TP_COR_RACA,IN_TREINEIRO,TP_SEXO,TP_NACIONALIDADE,TP_ESCOLA,TP_ENSINO,TP_LINGUA,CO_ESCOLA,NO_MUNICIPIO_ESC,SG_UF_ESC,NO_MUNICIPIO_PROVA,SG_UF_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,NU_NOTA_ENEM,Q024,Q025
13414,190005618843,São Miguel dos Campos,19,3,4,0,M,1,2,1,1,27043622,São Miguel dos Campos,AL,São Miguel dos Campos,AL,"387,9","469,7","440,4","403,4",340,"408,28",A,A
13415,190005618869,Palmeira dos Índios,17,1,5,0,M,1,2,1,1,27014606,Palmeira dos Índios,AL,Palmeira dos Índios,AL,"412,7","442,9","502,4","443,9",560,"472,38",A,A
13416,190005618874,Major Isidoro,17,1,1,0,F,1,2,1,1,27010074,Major Isidoro,AL,Batalha,AL,"391,5","487,1","437,8","424,5",0,"348,18",A,A
13417,190005618875,São José da Laje,18,0,3,0,M,1,2,1,1,27023583,São José da Laje,AL,União dos Palmares,AL,"493,1","475,4","537,6","381,7",0,"377,56",B,B
13418,190005618889,Palmeira dos Índios,18,1,3,0,M,1,2,1,1,27014959,Palmeira dos Índios,AL,Palmeira dos Índios,AL,"405,9","491,3",535,502,640,"514,84",A,B
13419,190005618910,Maceió,18,1,3,0,M,1,3,1,1,27214737,Maceió,AL,Maceió,AL,"483,7","527,4","524,8",661,760,"591,38",B,A
13420,190005618924,Campo Alegre,19,1,3,0,M,1,2,1,0,27051676,Campo Alegre,AL,Campo Alegre,AL,"430,7","398,3","528,1","397,6",360,"422,94",A,B
13421,190005618926,Teotônio Vilela,19,1,2,0,M,1,2,1,0,27044211,Teotônio Vilela,AL,Teotônio Vilela,AL,"405,3","435,5","504,5","379,5",560,"456,96",A,B
13422,190005618931,Arapiraca,23,1,3,0,M,1,2,1,0,27016420,Arapiraca,AL,Arapiraca,AL,"415,4","363,5","469,9","389,7",500,"427,7",B,B
13423,190005618963,Maceió,18,1,1,0,F,1,3,1,1,27037380,Maceió,AL,Maceió,AL,"384,9","428,3","438,5","395,4",240,"377,42",A,B
13424,190005618971,São Miguel dos Campos,18,1,1,0,M,1,3,1,1,27043592,São Miguel dos Campos,AL,São Miguel dos Campos,AL,"389,5",414,"325,6","437,5",240,"361,32",B,B
13425,190005618977,Traipu,20,1,1,0,F,1,2,1,1,27022200,Traipu,AL,Traipu,AL,"389,8","462,9","425,3","440,3",600,"463,66",A,A
13426,190005618990,Capela,18,1,3,0,M,1,2,1,1,27027082,Capela,AL,Viçosa,AL,"336,9","461,2","341,1","394,4",360,"378,72",A,A
13427,190005618996,Jacuípe,18,1,3,0,M,1,2,1,1,27028380,Jacuípe,AL,Porto Calvo,AL,"488,5",406,"365,6","451,8",200,"382,38",A,A
13428,190005619003,Maceió,17,1,2,0,M,1,2,1,1,27225968,Maceió,AL,Maceió,AL,"441,9",441,"430,1","462,5",500,"455,1",A,A
13429,190005619012,Maceió,18,1,3,0,F,1,2,1,0,27036022,Maceió,AL,Maceió,AL,"400,5","442,1","504,8","453,1",260,"412,1",B,B
13430,190005619021,Barra de São Miguel,18,1,2,0,M,1,2,1,0,27034070,Barra de São Miguel,AL,São Miguel dos Campos,AL,"482,2","515,5","521,6","542,3",0,"412,32",B,B
13431,190005619024,Maceió,18,1,3,0,M,1,2,1,1,27035646,Maceió,AL,Maceió,AL,"415,3","497,6","484,6","669,5",460,"505,4",B,B
13432,190005619029,São Luís do Quitunde,17,1,2,0,M,1,2,1,0,27032159,São Luís do Quitunde,AL,São Luís do Quitunde,AL,"464,7","412,1",471,360,640,"469,56",A,B
13433,190005619039,Dois Riachos,18,1,3,0,M,1,2,1,1,27012115,Cacimbinhas,AL,Santana do Ipanema,AL,"393,4","359,3",368,"427,6",460,"401,66",A,A
13434,190005619042,Maceió,16,1,1,0,F,1,3,1,1,27034976,Maceió,AL,Maceió,AL,450,"373,4","434,5","572,2",520,"470,02",B,B
13435,190005619044,Maceió,18,1,3,0,M,1,2,1,0,27225569,Maceió,AL,Maceió,AL,558,511,"512,8","617,7",400,"519,9",A,A
13436,190005619088,Água Branca,18,1,3,0,F,1,2,1,1,27000710,Água Branca,AL,Água Branca,AL,"413,2","366,5",492,"380,3",500,"430,4",A,A
13437,190005619091,Maceió,19,1,3,0,M,1,2,1,1,27036677,Maceió,AL,Maceió,AL,"435,4","381,2","493,7","445,2",540,"459,1",A,B
13438,190005619100,Maceió,18,1,3,0,F,1,2,1,1,27035018,Maceió,AL,Maceió,AL,"426,9","333,5",527,"504,7",520,"462,42",B,B
13439,190005619103,Teotônio Vilela,16,1,3,0,F,1,2,1,0,27353036,Teotônio Vilela,AL,Teotônio Vilela,AL,"473,4","513,8","537,4",397,700,"524,32",A,A
13440,190005619146,Batalha,18,1,3,0,M,1,2,1,1,27050556,Batalha,AL,Batalha,AL,"489,8","445,5","423,3","594,6",600,"510,64",A,A
13441,190005619159,Arapiraca,17,1,3,0,F,1,2,1,1,27045552,Penedo,AL,Arapiraca,AL,"381,2","417,8","452,1",376,380,"401,42",A,B
13442,190005619181,Maceió,18,1,3,0,F,1,3,1,1,27327019,Maceió,AL,Maceió,AL,"403,1","426,6","468,7","408,6",460,"433,4",B,B
13443,190005619182,Marechal Deodoro,18,1,2,0,F,1,2,1,1,27219640,Marechal Deodoro,AL,Marechal Deodoro,AL,"551,8","584,9","566,9","465,5",760,"585,82",A,B
13444,190005619203,Maceió,18,1,3,0,M,1,2,1,1,27036499,Maceió,AL,Maceió,AL,"378,9","404,9","442,4","387,9",300,"382,82",A,A
13445,190005619303,Estrela de Alagoas,17,1,3,0,M,1,2,1,1,27012166,Estrela de Alagoas,AL,Palmeira dos Índios,AL,"417,5","480,5","484,6","489,8",700,"514,48",A,A
13446,190005619312,Arapiraca,17,1,3,0,M,1,2,1,1,27016510,Arapiraca,AL,Arapiraca,AL,"443,2","417,9","487,1","482,1",380,"442,06",A,B
13447,190005619321,Maceió,19,1,1,0,M,1,2,1,1,27036782,Maceió,AL,Maceió,AL,"429,7","412,5",374,"501,2",440,"431,48",A,B
13448,190005619325,União dos Palmares,17,1,1,0,M,1,2,1,1,27024059,União dos Palmares,AL,União dos Palmares,AL,"405,7","543,1","490,1",470,500,"481,78",A,A
13449,190005619328,Palmeira dos Índios,22,1,3,0,M,1,2,1,0,27014029,Palmeira dos Índios,AL,Palmeira dos Índios,AL,"392,7","353,8","533,9","391,7",560,"446,42",A,A
13450,190005619348,Teotônio Vilela,17,1,3,0,M,1,2,1,1,27044211,Teotônio Vilela,AL,Teotônio Vilela,AL,"395,5","393,4","412,5","370,4",580,"430,36",A,B
13451,190005619358,Maceió,18,1,3,0,M,1,2,1,0,27220044,Maceió,AL,Maceió,AL,"402,7","549,3","552,2","514,9",560,"515,82",B,B
13452,190005619395,Viçosa,18,1,1,0,F,1,2,1,1,27050580,Viçosa,AL,Viçosa,AL,"526,1",387,"493,5","506,8",560,"494,68",B,B
13453,190005619405,São Luís do Quitunde,17,1,3,0,F,1,2,1,1,27224759,São Luís do Quitunde,AL,São Luís do Quitunde,AL,418,"369,5",475,"400,9",480,"428,68",A,A
13454,190005621264,Maceió,19,1,2,0,F,1,2,1,0,27037223,Maceió,AL,Maceió,AL,"526,6","560,8",528,"588,8",660,"572,84",B,A
13455,190005621314,Belém,20,1,3,0,M,1,2,1,0,27014010,Palmeira dos Índios,AL,Palmeira dos Índios,AL,"371,1","331,4","398,8","488,1",0,"317,88",A,A
13456,190005621346,União dos Palmares,17,1,3,0,F,1,2,1,1,27025047,União dos Palmares,AL,União dos Palmares,AL,"359,6",423,"416,6","405,4",400,"400,92",A,B
13457,190005621383,Atalaia,20,1,1,0,M,1,2,1,0,27026337,Atalaia,AL,Atalaia,AL,"386,2","489,6","480,9","547,5",580,"496,84",A,B
13458,190005621392,Arapiraca,18,1,3,0,M,1,2,1,0,27016510,Arapiraca,AL,Arapiraca,AL,"388,5","545,2","521,6","658,6",620,"546,78",A,A
13459,190005621404,Maravilha,18,1,3,0,F,1,2,1,0,27005224,Maravilha,AL,Santana do Ipanema,AL,"381,1","395,3","473,6","368,1",420,"407,62",A,B
13460,190005621412,Maceió,18,1,3,0,F,1,2,1,1,27035875,Maceió,AL,Maceió,AL,372,"413,8","443,5","419,9",560,"441,84",A,B
13461,190005621435,Pariconha,18,1,3,0,M,1,2,1,1,27002950,Pariconha,AL,Água Branca,AL,"456,4",426,"532,4","562,6",700,"535,48",B,B
13462,190005621459,Piaçabuçu,17,1,3,0,F,1,2,1,1,27045757,Piaçabuçu,AL,Penedo,AL,"360,3",430,"448,8",369,360,"393,62",B,B
13463,190005621462,Anadia,18,1,3,0,F,1,2,1,0,27037223,Maceió,AL,Boca da Mata,AL,"450,5","469,4","511,2","571,2",580,"516,46",B,B
13464,190005621468,Arapiraca,18,3,1,0,F,1,2,1,1,27226514,Arapiraca,AL,Arapiraca,AL,"373,1","435,1","362,4","551,4",320,"408,4",B,B
13465,190005621487,Penedo,18,1,3,0,F,4,2,1,1,27045145,Penedo,AL,Penedo,AL,"348,7","445,3","462,4","650,8",620,"505,44",A,B
13466,190005621497,São Sebastião,27,1,1,0,M,1,2,1,0,27020320,São Sebastião,AL,Arapiraca,AL,"458,7","529,7","497,2",422,540,"489,52",A,B
13467,190005621512,Penedo,18,1,3,0,F,1,2,1,1,27047830,Penedo,AL,Penedo,AL,"517,3","541,8","573,3","580,7",740,"590,62",B,B
13468,190005621515,Ouro Branco,18,1,3,0,M,1,2,1,1,27005577,Ouro Branco,AL,Santana do Ipanema,AL,"450,5","507,5","437,5",565,560,"504,1",A,A
13469,190005621516,Santana do Ipanema,17,1,3,0,F,1,3,1,1,27214427,Santana do Ipanema,AL,Santana do Ipanema,AL,473,"420,1","507,3","534,4",560,"498,96",B,B
13470,190005621524,Capela,17,1,2,0,M,1,2,1,0,27027082,Capela,AL,Viçosa,AL,"446,1","392,2","384,1","405,4",700,"465,56",A,A
13471,190005621531,Canapi,18,1,1,0,M,1,2,1,1,27001237,Canapi,AL,Santana do Ipanema,AL,"389,7","545,5","520,2","552,3",300,"461,54",A,A
13472,190005621554,Teotônio Vilela,16,1,1,0,M,1,2,1,0,27353036,Teotônio Vilela,AL,Teotônio Vilela,AL,"430,8","423,5",473,380,580,"457,46",A,A
13473,190005621556,Maceió,18,0,1,0,M,1,2,1,1,27036022,Maceió,AL,Maceió,AL,"407,4",470,"508,3","410,7",360,"431,28",A,B
13474,190005621569,Arapiraca,19,1,2,0,M,1,3,1,1,27226522,Arapiraca,AL,Arapiraca,AL,"565,7",478,"543,3","521,8",640,"549,76",B,B
13475,190005621570,Lagoa da Canoa,16,1,1,0,F,1,2,1,0,27019608,Lagoa da Canoa,AL,Girau do Ponciano,AL,"473,1","356,6","366,7","425,7",340,"392,42",A,B
13476,190005621574,Maceió,18,1,3,0,F,1,3,1,0,27218198,Maceió,AL,Maceió,AL,"392,9","483,2",520,"453,1",540,"477,84",A,B
13477,190005621580,Satuba,18,1,1,0,M,1,3,2,0,27050289,Maceió,AL,Pilar,AL,"478,5","363,6","454,6","534,9",600,"486,32",B,B
13478,190005621597,Arapiraca,18,1,3,0,M,1,2,1,1,27016471,Arapiraca,AL,Arapiraca,AL,"362,5","419,1",431,"427,7",520,"432,06",A,A
13479,190005621703,Igaci,16,1,3,0,M,1,2,1,1,27012638,Igaci,AL,Igaci,AL,"525,7","424,3","449,5",440,0,"367,9",A,A
13480,190005621722,Atalaia,19,1,2,0,M,1,2,1,0,27026337,Atalaia,AL,Atalaia,AL,"400,1","356,8","428,2",361,600,"429,22",A,B
13481,190005621759,Maceió,18,1,1,0,M,1,3,1,0,27218180,Maceió,AL,Maceió,AL,"526,1","519,8","451,8",490,700,"537,54",C,B
13482,190005621768,Santana do Mundaú,17,1,3,0,F,1,2,1,0,27023516,Santana do Mundaú,AL,União dos Palmares,AL,"381,3","442,6","488,2","444,5",520,"455,32",A,A
13483,190005621780,Penedo,19,1,3,0,M,1,2,1,0,27047830,Penedo,AL,Penedo,AL,"477,5","476,7","514,4","564,3",600,"526,58",B,B
13484,190005621805,Maceió,18,1,1,0,F,1,2,1,0,27036510,Maceió,AL,Maceió,AL,"561,5","535,8","572,9","624,8",600,579,D,B
13485,190005621844,Piranhas,18,1,2,0,M,1,2,1,1,27004376,Piranhas,AL,Canindé de São Francisco,SE,"414,3","430,2","355,2",391,520,"422,14",A,A
13486,190005622813,Maragogi,20,1,3,0,M,1,2,1,1,27047750,Maragogi,AL,Barreiros,PE,"394,5","518,5","551,5",489,560,"502,7",B,B
13487,190005622954,Maragogi,19,1,0,0,F,1,2,1,1,27032566,Maragogi,AL,Barreiros,PE,"481,6","362,1","460,4",512,460,"455,22",A,A
13488,190005623720,Arapiraca,18,1,1,0,F,1,2,1,0,27016510,Arapiraca,AL,Arapiraca,AL,"389,8","489,5","517,6","433,9",520,"470,16",A,B
13489,190005623732,Rio Largo,36,2,3,0,F,1,2,1,1,27040240,Rio Largo,AL,Rio Largo,AL,"468,1","488,2","364,3","427,4",500,"449,6",A,B
13490,190005623740,Major Isidoro,17,1,1,0,F,1,2,1,1,27010090,Major Isidoro,AL,Batalha,AL,448,462,"532,7","566,2",600,"521,78",A,A
13491,190005623749,Maceió,19,1,2,0,F,1,2,1,0,27037037,Maceió,AL,Maceió,AL,"511,5","463,2","521,6","416,9",520,"486,64",A,B
13492,190005623750,Cajueiro,18,1,3,0,F,1,2,1,1,27026744,Cajueiro,AL,Viçosa,AL,376,"460,2","356,2","441,6",0,"326,8",A,A
13493,190005623751,Matriz de Camaragibe,19,1,4,0,M,1,2,1,1,27029654,Matriz de Camaragibe,AL,São Luís do Quitunde,AL,"376,7","418,9","407,2",516,560,"455,76",A,A
13494,190005623757,Maceió,17,1,3,0,F,1,3,1,0,27218180,Maceió,AL,Maceió,AL,"578,2","621,3","620,7","708,8",640,"633,8",D,B
13495,190005623761,Água Branca,18,1,3,0,F,1,2,1,1,27000095,Água Branca,AL,Água Branca,AL,"374,5","467,4","453,3",393,540,"445,64",A,A
13496,190005623763,União dos Palmares,17,1,3,0,M,1,2,1,0,27024059,União dos Palmares,AL,União dos Palmares,AL,"546,6","402,2","552,4","472,5",540,"502,74",A,A
13497,190005623781,Maceió,18,1,3,0,M,1,3,1,0,27226115,Maceió,AL,Maceió,AL,"388,8","654,4","623,3","809,1",720,"639,12",C,B
13498,190005623813,Maceió,17,1,3,0,F,1,2,1,1,27035646,Maceió,AL,Maceió,AL,"490,4","500,3","511,3","439,7",420,"472,34",A,B
13499,190005623857,Maceió,17,1,5,0,M,1,2,1,1,27038734,Maceió,AL,Maceió,AL,"533,7","529,9","550,9","529,8",540,"536,86",A,B
13500,190005623858,Maceió,18,1,3,0,M,1,2,1,1,27035786,Maceió,AL,Maceió,AL,"469,9","463,3","465,1","542,5",420,"472,16",B,B
13501,190005623860,Lagoa da Canoa,18,1,1,0,F,1,2,1,1,27019608,Lagoa da Canoa,AL,Girau do Ponciano,AL,331,"452,2","394,7","384,3",620,"436,44",A,A
13502,190005623870,Maceió,18,1,1,0,F,1,3,1,0,27035018,Maceió,AL,Maceió,AL,"583,6","642,3","608,8","636,9",780,"650,32",B,B
13503,190005623889,Igaci,18,1,3,0,M,1,2,1,0,27014010,Palmeira dos Índios,AL,Igaci,AL,"386,8","378,2","414,9","427,2",420,"405,42",A,B
13504,190005623891,Santana do Ipanema,19,1,1,0,F,1,2,1,1,27007456,Santana do Ipanema,AL,Santana do Ipanema,AL,"400,5","468,4","419,2",387,400,"415,02",A,A
13505,190005623966,São Sebastião,17,1,3,0,M,1,2,1,0,27020320,São Sebastião,AL,Arapiraca,AL,"470,7","590,7","555,4","500,4",560,"535,44",A,B
13506,190005623968,Maceió,17,1,1,0,M,1,2,1,0,27036782,Maceió,AL,Maceió,AL,"452,3","440,2","502,1","442,7",460,"459,46",A,B
13507,190005623971,Boca da Mata,17,2,3,0,M,1,2,1,1,27041603,Boca da Mata,AL,Boca da Mata,AL,"406,4","383,6","415,2",425,380,"402,04",A,B
13508,190005623983,Maceió,18,1,2,0,F,1,2,1,1,27034836,Maceió,AL,Maceió,AL,"364,4","469,5","396,2","376,5",500,"421,32",A,B
13509,190005623994,Pariconha,18,1,4,0,M,2,2,1,1,27002950,Pariconha,AL,Água Branca,AL,"363,7","395,9","474,5","449,1",420,"420,64",A,A
13510,190005623997,União dos Palmares,17,1,2,0,F,1,2,1,0,27025047,União dos Palmares,AL,União dos Palmares,AL,"580,7","603,4","616,9","661,4",960,"684,48",A,A
13511,190005624005,Maceió,18,1,2,0,F,1,3,1,0,27218180,Maceió,AL,Maceió,AL,"492,3","578,2","578,6","602,8",680,"586,38",B,B
13512,190005624009,Ibateguara,18,1,1,0,M,1,2,1,0,27022838,Ibateguara,AL,União dos Palmares,AL,"527,9","433,1","553,8",640,740,"578,96",B,B
13513,190005624072,Maceió,17,1,4,0,M,1,3,1,0,27226115,Maceió,AL,Maceió,AL,"418,7","493,9",382,"437,3",600,"466,38",C,B
13514,190005624092,Porto Calvo,16,0,3,0,M,1,2,1,1,27031365,Porto Calvo,AL,Porto Calvo,AL,"360,4","483,3","544,7","463,2",640,"498,32",B,B
13515,190005624138,Messias,18,1,2,0,F,1,2,1,1,27030105,Messias,AL,Rio Largo,AL,"514,5","497,6","496,8","514,5",500,"504,68",A,A
13516,190005624147,Pilar,18,1,2,0,M,1,2,1,0,27039960,Pilar,AL,Pilar,AL,"424,5","359,5","399,9","480,6",0,"332,9",A,A
13517,190005624152,União dos Palmares,18,1,3,0,M,1,2,1,1,27024016,União dos Palmares,AL,União dos Palmares,AL,"492,2",382,"539,9","416,1",280,"422,04",A,B
13518,190005624154,Maceió,16,1,2,0,F,1,2,1,0,27035646,Maceió,AL,Maceió,AL,"492,6","550,9","549,3","496,1",500,"517,78",A,B
13519,190005624157,Arapiraca,18,1,3,0,F,1,2,1,0,27016510,Arapiraca,AL,Arapiraca,AL,"429,5","521,2","561,3","513,6",660,"537,12",B,B
13520,190005624159,Maceió,19,1,3,0,M,1,2,1,0,27036782,Maceió,AL,Maceió,AL,"404,1",499,"519,3","404,9",500,"465,46",A,B
13521,190005624184,Flexeiras,19,1,3,0,M,1,2,1,1,27221075,Flexeiras,AL,São Luís do Quitunde,AL,"453,5","392,4","346,1","445,1",460,"419,42",A,A
13522,190005624198,Maceió,19,1,2,0,M,1,2,1,1,27037037,Maceió,AL,Maceió,AL,"433,2","503,4","566,2","572,5",520,"519,06",B,B
13523,190005624233,Rio Largo,19,1,3,0,M,1,2,2,0,27040240,Rio Largo,AL,Rio Largo,AL,"508,6","487,8","456,4","360,4",840,"530,64",A,B
13524,190005624738,Piranhas,18,1,3,0,F,1,2,1,1,27004376,Piranhas,AL,Canindé de São Francisco,SE,"412,6","363,5","475,4","556,1",600,"481,52",B,B
13525,190005626075,São Miguel dos Campos,20,1,3,0,F,1,2,1,1,27043690,São Miguel dos Campos,AL,São Miguel dos Campos,AL,"393,5","420,7","376,3",463,560,"442,7",A,B
13526,190005626107,Estrela de Alagoas,18,1,1,0,M,1,2,1,0,27012166,Estrela de Alagoas,AL,Palmeira dos Índios,AL,"437,3",403,"386,6","467,4",0,"338,86",A,A
13527,190005626152,Major Isidoro,17,1,3,0,M,1,2,1,1,27010074,Major Isidoro,AL,Batalha,AL,"383,7","452,3","476,9","410,5",460,"436,68",B,B
13528,190005626154,São Sebastião,19,1,1,0,M,1,2,1,0,27020320,São Sebastião,AL,Arapiraca,AL,"392,7",471,"536,7","487,1",580,"493,5",A,A
13529,190005626166,Japaratinga,19,1,3,0,M,1,2,1,0,27032280,Japaratinga,AL,Porto Calvo,AL,"429,7","416,8","417,8",427,360,"410,26",A,B
13530,190005626173,Maceió,19,1,1,0,M,1,2,1,1,27327019,Maceió,AL,Maceió,AL,"433,4","396,3","513,4",411,460,"442,82",A,B
13531,190005626181,União dos Palmares,17,1,1,0,F,1,2,1,0,27024016,União dos Palmares,AL,União dos Palmares,AL,"397,5","379,6","438,6","394,8",460,"414,1",A,B
13532,190005626207,União dos Palmares,17,1,1,0,M,1,3,1,0,27213714,União dos Palmares,AL,União dos Palmares,AL,"547,8",579,"504,5",620,740,"598,26",A,A
13533,190005626209,São Sebastião,17,1,3,0,F,1,2,1,1,27020320,São Sebastião,AL,Arapiraca,AL,"426,2","530,5",538,"561,3",540,"519,2",A,A
13534,190005626228,Santana do Ipanema,20,1,2,0,F,1,2,1,1,27007960,Santana do Ipanema,AL,Santana do Ipanema,AL,"486,1","374,2","521,7","475,1",460,"463,42",A,A
13535,190005626233,Olho d'Água do Casado,17,1,3,0,F,1,2,1,1,27003892,Olho d'Água do Casado,AL,Delmiro Gouveia,AL,"391,4","494,9","462,9","522,4",380,"450,32",A,B
13536,190005626241,Flexeiras,19,1,1,0,F,1,2,1,1,27030105,Messias,AL,São Luís do Quitunde,AL,"389,1",427,"454,5","393,5",240,"380,82",A,A
13537,190005626250,Coruripe,18,0,2,0,F,1,2,1,1,27050572,Coruripe,AL,Coruripe,AL,"400,2","389,4",427,"541,1",500,"451,54",A,B
13538,190005626258,Água Branca,18,1,3,0,F,1,2,1,1,27000710,Água Branca,AL,Água Branca,AL,382,"484,8","496,2","420,7",360,"428,74",A,A
13539,190005626268,São Miguel dos Campos,17,1,3,0,M,1,2,1,1,27043622,São Miguel dos Campos,AL,São Miguel dos Campos,AL,"353,7","430,9",494,"572,2",660,"502,16",A,A
13540,190005626287,Carneiros,18,1,3,0,F,1,2,1,0,27004490,Carneiros,AL,São José da Tapera,AL,"493,4","442,9","500,5","432,5",600,"493,86",A,A
13541,190005626300,Palmeira dos Índios,19,1,3,0,M,1,2,1,0,27215830,Palmeira dos Índios,AL,Palmeira dos Índios,AL,"531,3","551,6","558,5","619,5",560,"564,18",B,B
13542,190005626302,Maceió,19,1,3,0,M,1,2,1,0,27037223,Maceió,AL,Maceió,AL,"510,4","469,4","502,1","716,1",680,"575,6",A,B
13543,190005626311,Delmiro Gouveia,18,1,3,0,F,1,2,1,1,27003221,Delmiro Gouveia,AL,Delmiro Gouveia,AL,"402,7",423,534,"464,2",640,"492,78",B,B
13544,190005626312,Maceió,18,1,1,0,M,1,3,1,0,27034585,Maceió,AL,Maceió,AL,"435,1","591,1",546,"646,9",660,"575,82",B,B
13545,190005626314,Maceió,17,1,1,0,F,1,3,1,1,27226620,Maceió,AL,Maceió,AL,"553,7","591,8","516,7","541,8",740,"588,8",A,B
13546,190005626334,Maceió,19,1,1,0,M,1,2,1,1,27037088,Maceió,AL,Maceió,AL,"472,7","478,7",497,507,540,"499,08",A,B
13547,190005626336,Cajueiro,18,1,1,0,F,1,3,1,1,27025071,Viçosa,AL,Viçosa,AL,"426,8","460,6","499,6","442,4",620,"489,88",B,B
13548,190005626338,São José da Laje,18,1,1,0,F,1,2,1,1,27226468,São José da Laje,AL,União dos Palmares,AL,"449,7","533,3","490,1","452,7",400,"465,16",A,A
13549,190005626339,Arapiraca,18,1,3,0,M,1,2,1,0,27047636,Arapiraca,AL,Arapiraca,AL,"528,1","638,9",591,"726,9",920,"680,98",B,B
13550,190005626344,Boca da Mata,18,1,2,0,M,1,2,1,1,27041603,Boca da Mata,AL,Boca da Mata,AL,"475,1","403,6","483,7","490,1",340,"438,5",A,B
13551,190005626350,Penedo,17,1,3,0,M,1,2,2,1,27045234,Penedo,AL,Penedo,AL,"392,6","363,4","415,1","397,4",540,"421,7",A,B
13552,190005626356,Maceió,17,1,2,0,F,1,3,1,0,27046907,Maceió,AL,Maceió,AL,473,"601,6","591,3","628,1",780,"614,8",B,B
13553,190005626357,Santana do Mundaú,18,1,3,0,F,1,2,1,1,27023516,Santana do Mundaú,AL,União dos Palmares,AL,"453,4","384,7","475,1","422,2",240,"395,08",B,B
13554,190005626359,São Sebastião,17,1,3,0,M,1,2,1,0,27020320,São Sebastião,AL,Arapiraca,AL,"493,7","354,4","407,9","434,3",0,"338,06",A,B
13555,190005626363,Maceió,19,1,3,0,M,1,2,1,1,27037223,Maceió,AL,Maceió,AL,"547,2","533,7","580,4","609,1",480,"550,08",B,B
13556,190005626372,Delmiro Gouveia,18,1,1,0,M,1,2,1,0,27003213,Delmiro Gouveia,AL,Delmiro Gouveia,AL,"477,3","442,4","484,4","424,2",580,"481,66",A,B
13557,190005626377,Maceió,17,1,1,0,M,1,3,1,0,27218180,Maceió,AL,Maceió,AL,"510,6","622,6",592,545,640,"582,04",B,B
13558,190005626385,Maceió,17,1,3,0,M,1,2,1,1,27035646,Maceió,AL,Maceió,AL,478,"508,5","548,5","560,1",580,"535,02",B,B
13559,190005626402,Santana do Ipanema,19,1,3,0,F,1,2,1,1,27007090,Santana do Ipanema,AL,Santana do Ipanema,AL,"396,3","419,5","369,9","473,9",340,"399,92",A,A
13560,190005626439,Marechal Deodoro,18,1,3,0,F,1,2,1,1,27219640,Marechal Deodoro,AL,Marechal Deodoro,AL,"414,9","489,3","488,3","408,1",620,"484,12",A,A
13561,190005626455,Pilar,17,1,1,0,F,1,3,1,0,27226000,Pilar,AL,Pilar,AL,"478,5","412,8",537,"475,1",620,"504,68",A,B
13562,190005626456,Maceió,18,1,1,0,F,1,3,1,1,27230015,Maceió,AL,Maceió,AL,397,516,494,"527,6",600,"506,92",A,B
13563,190005626494,Pilar,18,1,5,0,M,1,2,1,0,27039668,Pilar,AL,Pilar,AL,"345,6","452,8","355,4","430,7",540,"424,9",A,A
13564,190005626499,Porto Calvo,17,1,3,0,M,1,2,1,0,27031365,Porto Calvo,AL,Porto Calvo,AL,"594,4","574,1","566,6","698,5",740,"634,72",A,B
13565,190005626511,Maceió,19,1,3,0,F,1,2,1,1,27036677,Maceió,AL,Maceió,AL,"393,6","458,1","438,6","379,4",0,"333,94",A,A
13566,190005626524,Santana do Ipanema,17,1,3,0,F,1,2,1,1,27007090,Santana do Ipanema,AL,Santana do Ipanema,AL,"386,5",504,"477,3","482,8",320,"434,12",A,B
13567,190005626528,Palmeira dos Índios,17,1,3,0,F,1,2,1,1,27014029,Palmeira dos Índios,AL,Palmeira dos Índios,AL,"395,5",452,"491,8","525,5",580,"488,96",A,A
13568,190005626539,Limoeiro de Anadia,31,2,3,0,F,1,2,1,1,27020274,Limoeiro de Anadia,AL,Arapiraca,AL,"445,1","517,3","528,6","434,1",560,"497,02",B,B
13569,190005626544,Santana do Ipanema,17,1,1,0,F,1,2,1,0,27007090,Santana do Ipanema,AL,Santana do Ipanema,AL,"440,7",400,"440,2","435,7",460,"435,32",A,A
13570,190005626596,Taquarana,19,1,2,0,M,1,2,1,0,27020819,Taquarana,AL,Arapiraca,AL,"384,9","371,7","498,6","416,4",0,"334,32",A,A
13571,190005628431,Maceió,18,1,1,0,M,1,2,1,1,27036499,Maceió,AL,Maceió,AL,464,"502,5","495,4","534,4",480,"495,26",A,B
13572,190005628442,Maceió,16,1,1,0,F,1,2,1,1,27035840,Maceió,AL,Maceió,AL,"521,5","494,9","337,4","377,9",640,"474,34",C,B
13573,190005628447,São Miguel dos Campos,17,1,3,0,F,1,2,1,1,27043690,São Miguel dos Campos,AL,São Miguel dos Campos,AL,"450,8",486,"451,4","478,6",360,"445,36",A,B
13574,190005628466,Olho d'Água do Casado,17,1,1,0,F,1,2,1,0,27003892,Olho d'Água do Casado,AL,Delmiro Gouveia,AL,"515,9","440,6","387,3","494,6",900,"547,68",A,B
13575,190005628469,Maceió,19,1,2,0,M,1,2,1,1,27034836,Maceió,AL,Maceió,AL,446,"360,9","370,4","536,8",0,"342,82",A,B
